日期,年份,季度,月份,周,日,星期几,星期名称,月份名称,是否周末,是否月初,是否月末,季节
2024-01-14,2024,1,1,2,14,7,Sunday,January,是,否,否,冬季
2024-01-15,2024,1,1,3,15,1,Monday,January,否,否,否,冬季
2024-01-16,2024,1,1,3,16,2,Tuesday,January,否,否,否,冬季
2024-01-17,2024,1,1,3,17,3,Wednesday,January,否,否,否,冬季
2024-01-18,2024,1,1,3,18,4,Thursday,January,否,否,否,冬季
2024-01-19,2024,1,1,3,19,5,Friday,January,否,否,否,冬季
2024-01-20,2024,1,1,3,20,6,Saturday,January,是,否,是,冬季
2024-01-21,2024,1,1,3,21,7,Sunday,January,是,否,是,冬季
2024-01-22,2024,1,1,4,22,1,Monday,January,否,否,是,冬季
2024-01-23,2024,1,1,4,23,2,Tuesday,January,否,否,是,冬季
2024-01-24,2024,1,1,4,24,3,Wednesday,January,否,否,是,冬季
2024-01-25,2024,1,1,4,25,4,Thursday,January,否,否,是,冬季
2024-01-26,2024,1,1,4,26,5,Friday,January,否,否,是,冬季
2024-01-27,2024,1,1,4,27,6,Saturday,January,是,否,是,冬季
2024-01-28,2024,1,1,4,28,7,Sunday,January,是,否,是,冬季
2024-01-29,2024,1,1,5,29,1,Monday,January,否,否,是,冬季
2024-01-30,2024,1,1,5,30,2,Tuesday,January,否,否,是,冬季
2024-01-31,2024,1,1,5,31,3,Wednesday,January,否,否,是,冬季
2024-02-01,2024,1,2,5,1,4,Thursday,February,否,是,否,冬季
2024-02-02,2024,1,2,5,2,5,Friday,February,否,是,否,冬季
2024-02-03,2024,1,2,5,3,6,Saturday,February,是,是,否,冬季
2024-02-04,2024,1,2,5,4,7,Sunday,February,是,是,否,冬季
2024-02-05,2024,1,2,6,5,1,Monday,February,否,是,否,冬季
2024-02-06,2024,1,2,6,6,2,Tuesday,February,否,是,否,冬季
2024-02-07,2024,1,2,6,7,3,Wednesday,February,否,是,否,冬季
2024-02-08,2024,1,2,6,8,4,Thursday,February,否,是,否,冬季
2024-02-09,2024,1,2,6,9,5,Friday,February,否,是,否,冬季
2024-02-10,2024,1,2,6,10,6,Saturday,February,是,是,否,冬季
2024-02-11,2024,1,2,6,11,7,Sunday,February,是,否,否,冬季
2024-02-12,2024,1,2,7,12,1,Monday,February,否,否,否,冬季
2024-02-13,2024,1,2,7,13,2,Tuesday,February,否,否,否,冬季
2024-02-14,2024,1,2,7,14,3,Wednesday,February,否,否,否,冬季
2024-02-15,2024,1,2,7,15,4,Thursday,February,否,否,否,冬季
2024-02-16,2024,1,2,7,16,5,Friday,February,否,否,否,冬季
2024-02-17,2024,1,2,7,17,6,Saturday,February,是,否,否,冬季
2024-02-18,2024,1,2,7,18,7,Sunday,February,是,否,否,冬季
2024-02-19,2024,1,2,8,19,1,Monday,February,否,否,否,冬季
2024-02-20,2024,1,2,8,20,2,Tuesday,February,否,否,是,冬季
2024-02-21,2024,1,2,8,21,3,Wednesday,February,否,否,是,冬季
2024-02-22,2024,1,2,8,22,4,Thursday,February,否,否,是,冬季
2024-02-23,2024,1,2,8,23,5,Friday,February,否,否,是,冬季
2024-02-24,2024,1,2,8,24,6,Saturday,February,是,否,是,冬季
2024-02-25,2024,1,2,8,25,7,Sunday,February,是,否,是,冬季
2024-02-26,2024,1,2,9,26,1,Monday,February,否,否,是,冬季
2024-02-27,2024,1,2,9,27,2,Tuesday,February,否,否,是,冬季
2024-02-28,2024,1,2,9,28,3,Wednesday,February,否,否,是,冬季
2024-02-29,2024,1,2,9,29,4,Thursday,February,否,否,是,冬季
2024-03-01,2024,1,3,9,1,5,Friday,March,否,是,否,春季
2024-03-02,2024,1,3,9,2,6,Saturday,March,是,是,否,春季
2024-03-03,2024,1,3,9,3,7,Sunday,March,是,是,否,春季
2024-03-04,2024,1,3,10,4,1,Monday,March,否,是,否,春季
2024-03-05,2024,1,3,10,5,2,Tuesday,March,否,是,否,春季
2024-03-06,2024,1,3,10,6,3,Wednesday,March,否,是,否,春季
2024-03-07,2024,1,3,10,7,4,Thursday,March,否,是,否,春季
2024-03-08,2024,1,3,10,8,5,Friday,March,否,是,否,春季
2024-03-09,2024,1,3,10,9,6,Saturday,March,是,是,否,春季
2024-03-10,2024,1,3,10,10,7,Sunday,March,是,是,否,春季
2024-03-11,2024,1,3,11,11,1,Monday,March,否,否,否,春季
2024-03-12,2024,1,3,11,12,2,Tuesday,March,否,否,否,春季
2024-03-13,2024,1,3,11,13,3,Wednesday,March,否,否,否,春季
2024-03-14,2024,1,3,11,14,4,Thursday,March,否,否,否,春季
2024-03-15,2024,1,3,11,15,5,Friday,March,否,否,否,春季
2024-03-16,2024,1,3,11,16,6,Saturday,March,是,否,否,春季
2024-03-17,2024,1,3,11,17,7,Sunday,March,是,否,否,春季
2024-03-18,2024,1,3,12,18,1,Monday,March,否,否,否,春季
2024-03-19,2024,1,3,12,19,2,Tuesday,March,否,否,否,春季
2024-03-20,2024,1,3,12,20,3,Wednesday,March,否,否,是,春季
2024-03-21,2024,1,3,12,21,4,Thursday,March,否,否,是,春季
2024-03-22,2024,1,3,12,22,5,Friday,March,否,否,是,春季
2024-03-23,2024,1,3,12,23,6,Saturday,March,是,否,是,春季
2024-03-24,2024,1,3,12,24,7,Sunday,March,是,否,是,春季
2024-03-25,2024,1,3,13,25,1,Monday,March,否,否,是,春季
2024-03-26,2024,1,3,13,26,2,Tuesday,March,否,否,是,春季
2024-03-27,2024,1,3,13,27,3,Wednesday,March,否,否,是,春季
2024-03-28,2024,1,3,13,28,4,Thursday,March,否,否,是,春季
2024-03-29,2024,1,3,13,29,5,Friday,March,否,否,是,春季
2024-03-30,2024,1,3,13,30,6,Saturday,March,是,否,是,春季
2024-03-31,2024,1,3,13,31,7,Sunday,March,是,否,是,春季
2024-04-01,2024,2,4,14,1,1,Monday,April,否,是,否,春季
2024-04-02,2024,2,4,14,2,2,Tuesday,April,否,是,否,春季
2024-04-03,2024,2,4,14,3,3,Wednesday,April,否,是,否,春季
2024-04-04,2024,2,4,14,4,4,Thursday,April,否,是,否,春季
2024-04-05,2024,2,4,14,5,5,Friday,April,否,是,否,春季
2024-04-06,2024,2,4,14,6,6,Saturday,April,是,是,否,春季
2024-04-07,2024,2,4,14,7,7,Sunday,April,是,是,否,春季
2024-04-08,2024,2,4,15,8,1,Monday,April,否,是,否,春季
2024-04-09,2024,2,4,15,9,2,Tuesday,April,否,是,否,春季
2024-04-10,2024,2,4,15,10,3,Wednesday,April,否,是,否,春季
2024-04-11,2024,2,4,15,11,4,Thursday,April,否,否,否,春季
2024-04-12,2024,2,4,15,12,5,Friday,April,否,否,否,春季
2024-04-13,2024,2,4,15,13,6,Saturday,April,是,否,否,春季
2024-04-14,2024,2,4,15,14,7,Sunday,April,是,否,否,春季
2024-04-15,2024,2,4,16,15,1,Monday,April,否,否,否,春季
2024-04-16,2024,2,4,16,16,2,Tuesday,April,否,否,否,春季
2024-04-17,2024,2,4,16,17,3,Wednesday,April,否,否,否,春季
2024-04-18,2024,2,4,16,18,4,Thursday,April,否,否,否,春季
2024-04-19,2024,2,4,16,19,5,Friday,April,否,否,否,春季
2024-04-20,2024,2,4,16,20,6,Saturday,April,是,否,是,春季
2024-04-21,2024,2,4,16,21,7,Sunday,April,是,否,是,春季
2024-04-22,2024,2,4,17,22,1,Monday,April,否,否,是,春季
2024-04-23,2024,2,4,17,23,2,Tuesday,April,否,否,是,春季
2024-04-24,2024,2,4,17,24,3,Wednesday,April,否,否,是,春季
2024-04-25,2024,2,4,17,25,4,Thursday,April,否,否,是,春季
2024-04-26,2024,2,4,17,26,5,Friday,April,否,否,是,春季
2024-04-27,2024,2,4,17,27,6,Saturday,April,是,否,是,春季
2024-04-28,2024,2,4,17,28,7,Sunday,April,是,否,是,春季
2024-04-29,2024,2,4,18,29,1,Monday,April,否,否,是,春季
2024-04-30,2024,2,4,18,30,2,Tuesday,April,否,否,是,春季
2024-05-01,2024,2,5,18,1,3,Wednesday,May,否,是,否,春季
2024-05-02,2024,2,5,18,2,4,Thursday,May,否,是,否,春季
2024-05-03,2024,2,5,18,3,5,Friday,May,否,是,否,春季
2024-05-04,2024,2,5,18,4,6,Saturday,May,是,是,否,春季
2024-05-05,2024,2,5,18,5,7,Sunday,May,是,是,否,春季
2024-05-06,2024,2,5,19,6,1,Monday,May,否,是,否,春季
2024-05-07,2024,2,5,19,7,2,Tuesday,May,否,是,否,春季
2024-05-08,2024,2,5,19,8,3,Wednesday,May,否,是,否,春季
2024-05-09,2024,2,5,19,9,4,Thursday,May,否,是,否,春季
2024-05-10,2024,2,5,19,10,5,Friday,May,否,是,否,春季
2024-05-11,2024,2,5,19,11,6,Saturday,May,是,否,否,春季
2024-05-12,2024,2,5,19,12,7,Sunday,May,是,否,否,春季
2024-05-13,2024,2,5,20,13,1,Monday,May,否,否,否,春季
2024-05-14,2024,2,5,20,14,2,Tuesday,May,否,否,否,春季
2024-05-15,2024,2,5,20,15,3,Wednesday,May,否,否,否,春季
2024-05-16,2024,2,5,20,16,4,Thursday,May,否,否,否,春季
2024-05-17,2024,2,5,20,17,5,Friday,May,否,否,否,春季
2024-05-18,2024,2,5,20,18,6,Saturday,May,是,否,否,春季
2024-05-19,2024,2,5,20,19,7,Sunday,May,是,否,否,春季
2024-05-20,2024,2,5,21,20,1,Monday,May,否,否,是,春季
2024-05-21,2024,2,5,21,21,2,Tuesday,May,否,否,是,春季
2024-05-22,2024,2,5,21,22,3,Wednesday,May,否,否,是,春季
2024-05-23,2024,2,5,21,23,4,Thursday,May,否,否,是,春季
2024-05-24,2024,2,5,21,24,5,Friday,May,否,否,是,春季
2024-05-25,2024,2,5,21,25,6,Saturday,May,是,否,是,春季
2024-05-26,2024,2,5,21,26,7,Sunday,May,是,否,是,春季
2024-05-27,2024,2,5,22,27,1,Monday,May,否,否,是,春季
2024-05-28,2024,2,5,22,28,2,Tuesday,May,否,否,是,春季
2024-05-29,2024,2,5,22,29,3,Wednesday,May,否,否,是,春季
2024-05-30,2024,2,5,22,30,4,Thursday,May,否,否,是,春季
2024-05-31,2024,2,5,22,31,5,Friday,May,否,否,是,春季
2024-06-01,2024,2,6,22,1,6,Saturday,June,是,是,否,夏季
2024-06-02,2024,2,6,22,2,7,Sunday,June,是,是,否,夏季
2024-06-03,2024,2,6,23,3,1,Monday,June,否,是,否,夏季
2024-06-04,2024,2,6,23,4,2,Tuesday,June,否,是,否,夏季
2024-06-05,2024,2,6,23,5,3,Wednesday,June,否,是,否,夏季
2024-06-06,2024,2,6,23,6,4,Thursday,June,否,是,否,夏季
2024-06-07,2024,2,6,23,7,5,Friday,June,否,是,否,夏季
2024-06-08,2024,2,6,23,8,6,Saturday,June,是,是,否,夏季
2024-06-09,2024,2,6,23,9,7,Sunday,June,是,是,否,夏季
2024-06-10,2024,2,6,24,10,1,Monday,June,否,是,否,夏季
2024-06-11,2024,2,6,24,11,2,Tuesday,June,否,否,否,夏季
2024-06-12,2024,2,6,24,12,3,Wednesday,June,否,否,否,夏季
2024-06-13,2024,2,6,24,13,4,Thursday,June,否,否,否,夏季
2024-06-14,2024,2,6,24,14,5,Friday,June,否,否,否,夏季
2024-06-15,2024,2,6,24,15,6,Saturday,June,是,否,否,夏季
2024-06-16,2024,2,6,24,16,7,Sunday,June,是,否,否,夏季
2024-06-17,2024,2,6,25,17,1,Monday,June,否,否,否,夏季
2024-06-18,2024,2,6,25,18,2,Tuesday,June,否,否,否,夏季
2024-06-19,2024,2,6,25,19,3,Wednesday,June,否,否,否,夏季
2024-06-20,2024,2,6,25,20,4,Thursday,June,否,否,是,夏季
2024-06-21,2024,2,6,25,21,5,Friday,June,否,否,是,夏季
2024-06-22,2024,2,6,25,22,6,Saturday,June,是,否,是,夏季
2024-06-23,2024,2,6,25,23,7,Sunday,June,是,否,是,夏季
2024-06-24,2024,2,6,26,24,1,Monday,June,否,否,是,夏季
2024-06-25,2024,2,6,26,25,2,Tuesday,June,否,否,是,夏季
2024-06-26,2024,2,6,26,26,3,Wednesday,June,否,否,是,夏季
2024-06-27,2024,2,6,26,27,4,Thursday,June,否,否,是,夏季
2024-06-28,2024,2,6,26,28,5,Friday,June,否,否,是,夏季
2024-06-29,2024,2,6,26,29,6,Saturday,June,是,否,是,夏季
2024-06-30,2024,2,6,26,30,7,Sunday,June,是,否,是,夏季
2024-07-01,2024,3,7,27,1,1,Monday,July,否,是,否,夏季
2024-07-02,2024,3,7,27,2,2,Tuesday,July,否,是,否,夏季
2024-07-03,2024,3,7,27,3,3,Wednesday,July,否,是,否,夏季
2024-07-04,2024,3,7,27,4,4,Thursday,July,否,是,否,夏季
2024-07-05,2024,3,7,27,5,5,Friday,July,否,是,否,夏季
2024-07-06,2024,3,7,27,6,6,Saturday,July,是,是,否,夏季
2024-07-07,2024,3,7,27,7,7,Sunday,July,是,是,否,夏季
2024-07-08,2024,3,7,28,8,1,Monday,July,否,是,否,夏季
2024-07-09,2024,3,7,28,9,2,Tuesday,July,否,是,否,夏季
2024-07-10,2024,3,7,28,10,3,Wednesday,July,否,是,否,夏季
2024-07-11,2024,3,7,28,11,4,Thursday,July,否,否,否,夏季
2024-07-12,2024,3,7,28,12,5,Friday,July,否,否,否,夏季
2024-07-13,2024,3,7,28,13,6,Saturday,July,是,否,否,夏季
2024-07-14,2024,3,7,28,14,7,Sunday,July,是,否,否,夏季
2024-07-15,2024,3,7,29,15,1,Monday,July,否,否,否,夏季
2024-07-16,2024,3,7,29,16,2,Tuesday,July,否,否,否,夏季
2024-07-17,2024,3,7,29,17,3,Wednesday,July,否,否,否,夏季
2024-07-18,2024,3,7,29,18,4,Thursday,July,否,否,否,夏季
2024-07-19,2024,3,7,29,19,5,Friday,July,否,否,否,夏季
2024-07-20,2024,3,7,29,20,6,Saturday,July,是,否,是,夏季
2024-07-21,2024,3,7,29,21,7,Sunday,July,是,否,是,夏季
2024-07-22,2024,3,7,30,22,1,Monday,July,否,否,是,夏季
2024-07-23,2024,3,7,30,23,2,Tuesday,July,否,否,是,夏季
2024-07-24,2024,3,7,30,24,3,Wednesday,July,否,否,是,夏季
2024-07-25,2024,3,7,30,25,4,Thursday,July,否,否,是,夏季
2024-07-26,2024,3,7,30,26,5,Friday,July,否,否,是,夏季
2024-07-27,2024,3,7,30,27,6,Saturday,July,是,否,是,夏季
2024-07-28,2024,3,7,30,28,7,Sunday,July,是,否,是,夏季
2024-07-29,2024,3,7,31,29,1,Monday,July,否,否,是,夏季
2024-07-30,2024,3,7,31,30,2,Tuesday,July,否,否,是,夏季
2024-07-31,2024,3,7,31,31,3,Wednesday,July,否,否,是,夏季
2024-08-01,2024,3,8,31,1,4,Thursday,August,否,是,否,夏季
2024-08-02,2024,3,8,31,2,5,Friday,August,否,是,否,夏季
2024-08-03,2024,3,8,31,3,6,Saturday,August,是,是,否,夏季
2024-08-04,2024,3,8,31,4,7,Sunday,August,是,是,否,夏季
2024-08-05,2024,3,8,32,5,1,Monday,August,否,是,否,夏季
2024-08-06,2024,3,8,32,6,2,Tuesday,August,否,是,否,夏季
2024-08-07,2024,3,8,32,7,3,Wednesday,August,否,是,否,夏季
2024-08-08,2024,3,8,32,8,4,Thursday,August,否,是,否,夏季
2024-08-09,2024,3,8,32,9,5,Friday,August,否,是,否,夏季
2024-08-10,2024,3,8,32,10,6,Saturday,August,是,是,否,夏季
2024-08-11,2024,3,8,32,11,7,Sunday,August,是,否,否,夏季
2024-08-12,2024,3,8,33,12,1,Monday,August,否,否,否,夏季
2024-08-13,2024,3,8,33,13,2,Tuesday,August,否,否,否,夏季
2024-08-14,2024,3,8,33,14,3,Wednesday,August,否,否,否,夏季
2024-08-15,2024,3,8,33,15,4,Thursday,August,否,否,否,夏季
2024-08-16,2024,3,8,33,16,5,Friday,August,否,否,否,夏季
2024-08-17,2024,3,8,33,17,6,Saturday,August,是,否,否,夏季
2024-08-18,2024,3,8,33,18,7,Sunday,August,是,否,否,夏季
2024-08-19,2024,3,8,34,19,1,Monday,August,否,否,否,夏季
2024-08-20,2024,3,8,34,20,2,Tuesday,August,否,否,是,夏季
2024-08-21,2024,3,8,34,21,3,Wednesday,August,否,否,是,夏季
2024-08-22,2024,3,8,34,22,4,Thursday,August,否,否,是,夏季
2024-08-23,2024,3,8,34,23,5,Friday,August,否,否,是,夏季
2024-08-24,2024,3,8,34,24,6,Saturday,August,是,否,是,夏季
2024-08-25,2024,3,8,34,25,7,Sunday,August,是,否,是,夏季
2024-08-26,2024,3,8,35,26,1,Monday,August,否,否,是,夏季
2024-08-27,2024,3,8,35,27,2,Tuesday,August,否,否,是,夏季
2024-08-28,2024,3,8,35,28,3,Wednesday,August,否,否,是,夏季
2024-08-29,2024,3,8,35,29,4,Thursday,August,否,否,是,夏季
2024-08-30,2024,3,8,35,30,5,Friday,August,否,否,是,夏季
2024-08-31,2024,3,8,35,31,6,Saturday,August,是,否,是,夏季
2024-09-01,2024,3,9,35,1,7,Sunday,September,是,是,否,秋季
2024-09-02,2024,3,9,36,2,1,Monday,September,否,是,否,秋季
2024-09-03,2024,3,9,36,3,2,Tuesday,September,否,是,否,秋季
2024-09-04,2024,3,9,36,4,3,Wednesday,September,否,是,否,秋季
2024-09-05,2024,3,9,36,5,4,Thursday,September,否,是,否,秋季
2024-09-06,2024,3,9,36,6,5,Friday,September,否,是,否,秋季
2024-09-07,2024,3,9,36,7,6,Saturday,September,是,是,否,秋季
2024-09-08,2024,3,9,36,8,7,Sunday,September,是,是,否,秋季
2024-09-09,2024,3,9,37,9,1,Monday,September,否,是,否,秋季
2024-09-10,2024,3,9,37,10,2,Tuesday,September,否,是,否,秋季
2024-09-11,2024,3,9,37,11,3,Wednesday,September,否,否,否,秋季
2024-09-12,2024,3,9,37,12,4,Thursday,September,否,否,否,秋季
2024-09-13,2024,3,9,37,13,5,Friday,September,否,否,否,秋季
2024-09-14,2024,3,9,37,14,6,Saturday,September,是,否,否,秋季
2024-09-15,2024,3,9,37,15,7,Sunday,September,是,否,否,秋季
2024-09-16,2024,3,9,38,16,1,Monday,September,否,否,否,秋季
2024-09-17,2024,3,9,38,17,2,Tuesday,September,否,否,否,秋季
2024-09-18,2024,3,9,38,18,3,Wednesday,September,否,否,否,秋季
2024-09-19,2024,3,9,38,19,4,Thursday,September,否,否,否,秋季
2024-09-20,2024,3,9,38,20,5,Friday,September,否,否,是,秋季
2024-09-21,2024,3,9,38,21,6,Saturday,September,是,否,是,秋季
2024-09-22,2024,3,9,38,22,7,Sunday,September,是,否,是,秋季
2024-09-23,2024,3,9,39,23,1,Monday,September,否,否,是,秋季
2024-09-24,2024,3,9,39,24,2,Tuesday,September,否,否,是,秋季
2024-09-25,2024,3,9,39,25,3,Wednesday,September,否,否,是,秋季
2024-09-26,2024,3,9,39,26,4,Thursday,September,否,否,是,秋季
2024-09-27,2024,3,9,39,27,5,Friday,September,否,否,是,秋季
2024-09-28,2024,3,9,39,28,6,Saturday,September,是,否,是,秋季
2024-09-29,2024,3,9,39,29,7,Sunday,September,是,否,是,秋季
