前项,后项,支持度,置信度,提升度
"迪奥香水, Dior迪奥女士香水女人生日礼物 迪奥小甜心小姐 真我女士香水发香雾迪奥真我发香喷雾 迪奥 迪奥真我发香雾30ml送礼盒无货预定中",安娜苏香水,0.026872690628149145,0.5015673981191223,1.317305817556795
安娜苏香水,"迪奥香水, Dior迪奥女士香水女人生日礼物 迪奥小甜心小姐 真我女士香水发香雾迪奥真我发香喷雾 迪奥 迪奥真我发香雾30ml送礼盒无货预定中",0.026872690628149145,0.07057785619761801,1.317305817556795
"安娜苏香水, 古驰香水",兰蔻香水,0.024857238831037957,0.37279596977329976,1.3165048659728509
兰蔻香水,"安娜苏香水, 古驰香水",0.024857238831037957,0.08778173190984578,1.3165048659728507
" CHANEL香奈儿邂逅机会EDP女士香水100ml 黄色机遇持久浓香 , 兰蔻香水",卡文克莱香水,0.03140745717164931,0.6192052980132452,1.3162257566479334
卡文克莱香水," CHANEL香奈儿邂逅机会EDP女士香水100ml 黄色机遇持久浓香 , 兰蔻香水",0.03140745717164931,0.0667618707604427,1.3162257566479332
祖玛珑香水,"安娜苏香水, 卡文克莱香水, 菲拉格慕香水",0.024017467248908297,0.08486646884272998,1.3158722799208706
"安娜苏香水, 卡文克莱香水, 菲拉格慕香水",祖玛珑香水,0.024017467248908297,0.3723958333333333,1.3158722799208704
"安娜苏香水, 范思哲香水",祖玛珑香水,0.026704736311723213,0.3723653395784543,1.3157645292879032
祖玛珑香水,"安娜苏香水, 范思哲香水",0.026704736311723213,0.0943620178041543,1.3157645292879032
"卡文克莱香水,  CHANEL香奈儿邂逅机会EDP女士香水100ml 黄色机遇持久浓香 ",兰蔻香水,0.03140745717164931,0.3725099601593626,1.3154948415117704
兰蔻香水,"卡文克莱香水,  CHANEL香奈儿邂逅机会EDP女士香水100ml 黄色机遇持久浓香 ",0.03140745717164931,0.11091340450771056,1.3154948415117702
雅芳香氛喷雾香水50ml 送小黑裙身体乳香氛香水 小黑裙50ML送小黑裙身体乳, CHANEL香奈儿邂逅机会EDP女士香水100ml 黄色机遇持久浓香 ,0.03140745717164931,0.20370370370370372,1.3154575399694708
 CHANEL香奈儿邂逅机会EDP女士香水100ml 黄色机遇持久浓香 ,雅芳香氛喷雾香水50ml 送小黑裙身体乳香氛香水 小黑裙50ML送小黑裙身体乳,0.03140745717164931,0.20281995661605207,1.3154575399694706
"卡文克莱香水, 【跨新年抢先购】精美礼盒晨露女士香水50ml持久清新淡香海洋香调 绿色",博柏利香水,0.03056768558951965,0.37603305785123964,1.3154528945042776
博柏利香水,"卡文克莱香水, 【跨新年抢先购】精美礼盒晨露女士香水50ml持久清新淡香海洋香调 绿色",0.03056768558951965,0.1069330199764982,1.3154528945042776
博柏利香水,"卡文克莱香水, 迪奥香水",0.05626469600268727,0.19682726204465334,1.3152744312164601
"卡文克莱香水, 迪奥香水",博柏利香水,0.05626469600268727,0.3759820426487093,1.3152744312164601
"安娜苏香水, VERSACE范思哲晶钻 黑钻 幻影金钻 香恋明亮水晶5/30/50/90ml等 -晶钻30ml正装",博柏利香水,0.025697010413167617,0.3759213759213759,1.3150622046039202
博柏利香水,"安娜苏香水, VERSACE范思哲晶钻 黑钻 幻影金钻 香恋明亮水晶5/30/50/90ml等 -晶钻30ml正装",0.025697010413167617,0.0898942420681551,1.31506220460392
迪奥香水,"安娜苏香水, 范思哲香水",0.026704736311723213,0.09430604982206404,1.314984123280022
"安娜苏香水, 范思哲香水",迪奥香水,0.026704736311723213,0.3723653395784543,1.3149841232800217
兰蔻香水,"安娜苏香水, 博柏利香水",0.047027208599261,0.166073546856465,1.3148961409353626
"安娜苏香水, 博柏利香水",兰蔻香水,0.047027208599261,0.3723404255319149,1.3148961409353623
博柏利香水,"专柜正品chanel香奈儿coco可可小姐香水女士香氛 摩登coco浓香EDP100ml, 迪奥香水",0.02032247228753779,0.07109283196239717,1.3145550357270581
"专柜正品chanel香奈儿coco可可小姐香水女士香氛 摩登coco浓香EDP100ml, 迪奥香水",博柏利香水,0.02032247228753779,0.3757763975155279,1.3145550357270581
"卡文克莱香水, 香奈儿可可小姐淡香水（瓶装）",迪奥香水,0.03107154853879745,0.3722334004024145,1.3145181886097128
迪奥香水,"卡文克莱香水, 香奈儿可可小姐淡香水（瓶装）",0.03107154853879745,0.10972716488730723,1.3145181886097126
迪奥（Dior/CD）香水女士 迪奥粉红魅惑香水女士100ml,Dior迪奥真我香水女士 -100ml淡香水EDT,0.03375881760161236,0.21589688506981738,1.3143661080835303
Dior迪奥真我香水女士 -100ml淡香水EDT,迪奥（Dior/CD）香水女士 迪奥粉红魅惑香水女士100ml,0.03375881760161236,0.20552147239263802,1.3143661080835303
博士淡香水,古驰GUCCI女士香水 罪爱淡香氛 古驰罪爱75ml,0.03107154853879745,0.19270833333333331,1.3143017373043147
古驰GUCCI女士香水 罪爱淡香氛 古驰罪爱75ml,博士淡香水,0.03107154853879745,0.21191294387170675,1.3143017373043147
迪奥香水,"安娜苏香水, 卡文克莱香水",0.0710446758481693,0.2508896797153025,1.3138057634343985
"安娜苏香水, 卡文克莱香水",迪奥香水,0.0710446758481693,0.37203166226912926,1.3138057634343983
"卡文克莱香水, 万宝龙传奇女士香水 30ml",博柏利香水,0.029392005374538125,0.37553648068669526,1.313715749711271
博柏利香水,"卡文克莱香水, 万宝龙传奇女士香水 30ml",0.029392005374538125,0.10282021151586367,1.3137157497112708
"安娜苏香水, 兰蔻香水",古驰GUCCI女士香水 罪爱淡香氛 古驰罪爱75ml,0.0235136042996305,0.1925722145804677,1.313373385580876
古驰GUCCI女士香水 罪爱淡香氛 古驰罪爱75ml,"安娜苏香水, 兰蔻香水",0.0235136042996305,0.16036655211912945,1.3133733855808758
"安娜苏香水, Chanel香奈儿香水女士淡香氛 5号之水EDT淡香100ml(新版)",祖玛珑香水,0.025529056096741685,0.371638141809291,1.3131949533130676
祖玛珑香水,"安娜苏香水, Chanel香奈儿香水女士淡香氛 5号之水EDT淡香100ml(新版)",0.025529056096741685,0.09020771513353117,1.3131949533130673
安娜苏香水,"Chanel香奈儿香水女士淡香氛 5号之水EDT淡香100ml(新版), 祖玛珑香水",0.025529056096741685,0.06704896338773711,1.3131892368769302
安娜苏香水,"Chanel香奈儿香水女士淡香氛 5号之水EDT淡香100ml(新版), 迪奥香水",0.025697010413167617,0.0674900749889722,1.3131892368769298
"宝格丽女士香水, 博柏利香水",安娜苏香水,0.02737655357742694,0.5,1.3131892368769298
安娜苏香水,"Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套, 祖玛珑香水",0.026368827678871345,0.06925452139391265,1.3131892368769298
"Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套, 祖玛珑香水",安娜苏香水,0.026368827678871345,0.5,1.3131892368769298
安娜苏香水,"宝格丽女士香水, 博柏利香水",0.02737655357742694,0.07190119100132333,1.3131892368769298
"Chanel香奈儿香水女士淡香氛 5号之水EDT淡香100ml(新版), 祖玛珑香水",安娜苏香水,0.025529056096741685,0.5,1.3131892368769298
"Chanel香奈儿香水女士淡香氛 5号之水EDT淡香100ml(新版), 迪奥香水",安娜苏香水,0.025697010413167617,0.5,1.3131892368769298
安娜苏香水,"古驰香水, 祖玛珑香水",0.026368827678871345,0.06925452139391265,1.3131892368769298
"古驰香水, 祖玛珑香水",安娜苏香水,0.026368827678871345,0.5,1.3131892368769298
兰蔻香水,"博柏利香水, 菲拉格慕香水",0.03459858918374202,0.1221826809015421,1.3131330001584507
"博柏利香水, 菲拉格慕香水",兰蔻香水,0.03459858918374202,0.371841155234657,1.3131330001584505
"安娜苏香水, 卡文克莱香水, 兰蔻香水",菲拉格慕香水,0.023849512932482365,0.36410256410256414,1.3130627902281449
菲拉格慕香水,"安娜苏香水, 卡文克莱香水, 兰蔻香水",0.023849512932482365,0.08600847970926712,1.3130627902281446
祖玛珑香水,"安娜苏香水, Dior迪奥女士香水Q版5ml小样  香水身体乳  礼盒包装 送手提袋 四件装 白色礼盒",0.02502519314746389,0.0884272997032641,1.3129579611801356
"安娜苏香水, Dior迪奥女士香水Q版5ml小样  香水身体乳  礼盒包装 送手提袋 四件装 白色礼盒",祖玛珑香水,0.02502519314746389,0.37157107231920194,1.3129579611801356
"卡文克莱香水, 博柏利香水",CK因为你香水IN2U喜欢你50ml/100ml/150ml等 -因为你女香100ml,0.02989586832381592,0.1960352422907489,1.3129289455558144
CK因为你香水IN2U喜欢你50ml/100ml/150ml等 -因为你女香100ml,"卡文克莱香水, 博柏利香水",0.02989586832381592,0.20022497187851518,1.3129289455558142
卡文克莱香水,"Chanel香奈儿COCO可可小姐女士淡香水100ml, 香奈儿可可小姐淡香水（瓶装）",0.02116224386966745,0.04498393430917529,1.312913455278577
"Chanel香奈儿COCO可可小姐女士淡香水100ml, 香奈儿可可小姐淡香水（瓶装）",卡文克莱香水,0.02116224386966745,0.6176470588235293,1.3129134552785768
【跨新年抢先购】精美礼盒晨露女士香水50ml持久清新淡香海洋香调 绿色,"卡文克莱香水, 博柏利香水",0.03056768558951965,0.20022002200220024,1.3128964878866742
"卡文克莱香水, 博柏利香水",【跨新年抢先购】精美礼盒晨露女士香水50ml持久清新淡香海洋香调 绿色,0.03056768558951965,0.2004405286343612,1.312896487886674
"卡文克莱香水, Dior迪奥女士香水Q版5ml小样  香水身体乳  礼盒包装 送手提袋 四件装 白色礼盒",祖玛珑香水,0.031575411488075245,0.3715415019762846,1.312853473452106
祖玛珑香水,"卡文克莱香水, Dior迪奥女士香水Q版5ml小样  香水身体乳  礼盒包装 送手提袋 四件装 白色礼盒",0.031575411488075245,0.11157270029673591,1.312853473452106
VERSACE范思哲晶钻 黑钻 幻影金钻 香恋明亮水晶5/30/50/90ml等 -晶钻30ml正装,"安娜苏香水, 祖玛珑香水",0.024521330198186093,0.15631691648822274,1.3127093381817745
"安娜苏香水, 祖玛珑香水",VERSACE范思哲晶钻 黑钻 幻影金钻 香恋明亮水晶5/30/50/90ml等 -晶钻30ml正装,0.024521330198186093,0.2059238363892807,1.3127093381817745
卡文克莱香水,"安娜苏香水, 迪奥香水, 祖玛珑香水",0.026536781995297277,0.05640842556229918,1.3119365851481615
"安娜苏香水, 迪奥香水, 祖玛珑香水",卡文克莱香水,0.026536781995297277,0.6171875,1.3119365851481612
迪奥香水,"安娜苏香水, 菲拉格慕香水",0.04316425932146456,0.1524317912218268,1.311530180541556
"安娜苏香水, 菲拉格慕香水",迪奥香水,0.04316425932146456,0.3713872832369942,1.311530180541556
"博柏利香水, 【跨新年抢先购】精美礼盒晨露女士香水50ml持久清新淡香海洋香调 绿色",卡文克莱香水,0.03056768558951965,0.6169491525423728,1.3114299372500133
卡文克莱香水,"博柏利香水, 【跨新年抢先购】精美礼盒晨露女士香水50ml持久清新淡香海洋香调 绿色",0.03056768558951965,0.06497679400214208,1.3114299372500133
"安娜苏香水, 博柏利香水",雅芳香氛喷雾香水50ml 送小黑裙身体乳香氛香水 小黑裙50ML送小黑裙身体乳,0.025529056096741685,0.2021276595744681,1.3109674129699163
雅芳香氛喷雾香水50ml 送小黑裙身体乳香氛香水 小黑裙50ML送小黑裙身体乳,"安娜苏香水, 博柏利香水",0.025529056096741685,0.1655773420479303,1.310967412969916
卡文克莱香水,"迪奥香水, CK因为你香水IN2U喜欢你50ml/100ml/150ml等 -因为你女香100ml",0.03107154853879745,0.06604784005712246,1.3108294656670236
"迪奥香水, CK因为你香水IN2U喜欢你50ml/100ml/150ml等 -因为你女香100ml",卡文克莱香水,0.03107154853879745,0.6166666666666667,1.3108294656670236
"安娜苏香水, 意大利原装进口Bvlgari宝格丽女士香水持久淡香氛 紫金纯香65ml",博柏利香水,0.024857238831037957,0.37468354430379747,1.3107319757842597
博柏利香水,"安娜苏香水, 意大利原装进口Bvlgari宝格丽女士香水持久淡香氛 紫金纯香65ml",0.024857238831037957,0.08695652173913042,1.3107319757842595
博柏利香水,"安娜苏香水, 卡文克莱香水",0.07154853879744709,0.25029377203290243,1.3106852407070368
"安娜苏香水, 卡文克莱香水",博柏利香水,0.07154853879744709,0.3746701846965698,1.3106852407070368
万宝龙传奇女士香水 30ml,博士淡香水,0.03258313738663084,0.2113289760348584,1.3106799201161947
博士淡香水,万宝龙传奇女士香水 30ml,0.03258313738663084,0.20208333333333334,1.3106799201161947
兰蔻香水,"安娜苏香水, Dior迪奥女士香水女人生日礼物 迪奥小甜心小姐 真我女士香水发香雾迪奥真我发香喷雾 迪奥 迪奥真我发香雾30ml送礼盒无货预定中",0.02804837084313067,0.09905100830367734,1.310554896533544
"安娜苏香水, Dior迪奥女士香水女人生日礼物 迪奥小甜心小姐 真我女士香水发香雾迪奥真我发香喷雾 迪奥 迪奥真我发香雾30ml送礼盒无货预定中",兰蔻香水,0.02804837084313067,0.3711111111111111,1.310554896533544
普拉达香水,"安娜苏香水, 兰蔻香水",0.02418542156533423,0.16,1.3103713892709767
"安娜苏香水, 兰蔻香水",普拉达香水,0.02418542156533423,0.19807427785419532,1.3103713892709765
Chanel香奈儿COCO可可小姐女士淡香水100ml,"卡文克莱香水, 祖玛珑香水",0.03056768558951965,0.1905759162303665,1.3102644402258685
"卡文克莱香水, 祖玛珑香水",Chanel香奈儿COCO可可小姐女士淡香水100ml,0.03056768558951965,0.21016166281755194,1.3102644402258683
"安娜苏香水, VERSACE范思哲晶钻 黑钻 幻影金钻 香恋明亮水晶5/30/50/90ml等 -晶钻30ml正装",迪奥香水,0.025361101780315753,0.37100737100737097,1.3101885450639896
迪奥香水,"安娜苏香水, VERSACE范思哲晶钻 黑钻 幻影金钻 香恋明亮水晶5/30/50/90ml等 -晶钻30ml正装",0.025361101780315753,0.08956109134045076,1.3101885450639896
Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套,【跨新年抢先购】精美礼盒晨露女士香水50ml持久清新淡香海洋香调 绿色,0.0334229089687605,0.2,1.3100110011001103
【跨新年抢先购】精美礼盒晨露女士香水50ml持久清新淡香海洋香调 绿色,Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套,0.0334229089687605,0.21892189218921895,1.3100110011001103
兰蔻香水,"安娜苏香水, LANVIN浪凡我愿意女士香水/Marry me嫁给我 -30ml",0.024857238831037957,0.08778173190984578,1.3099058440882752
"安娜苏香水, LANVIN浪凡我愿意女士香水/Marry me嫁给我 -30ml",兰蔻香水,0.024857238831037957,0.3709273182957393,1.309905844088275
迪奥Dior香水 真我女士浓香100ML,"安娜苏香水, 博柏利香水",0.026200873362445413,0.16542948038176034,1.3097967103630332
"安娜苏香水, 博柏利香水",迪奥Dior香水 真我女士浓香100ML,0.026200873362445413,0.20744680851063826,1.309796710363033
LANVIN浪凡我愿意女士香水/Marry me嫁给我 -30ml,"安娜苏香水, 祖玛珑香水",0.024017467248908297,0.15594329334787352,1.309571746958024
"安娜苏香水, 祖玛珑香水",LANVIN浪凡我愿意女士香水/Marry me嫁给我 -30ml,0.024017467248908297,0.20169252468265164,1.309571746958024
兰蔻香水,"卡文克莱香水, 迪奥香水, 菲拉格慕香水",0.020490426603963722,0.07236061684460261,1.3095292179111366
"卡文克莱香水, 迪奥香水, 菲拉格慕香水",兰蔻香水,0.020490426603963722,0.37082066869300917,1.3095292179111366
安娜苏香水,"博柏利香水, 香奈儿可可小姐淡香水（瓶装）",0.027544507893852873,0.07234230260255844,1.3091977802298875
"博柏利香水, 香奈儿可可小姐淡香水（瓶装）",安娜苏香水,0.027544507893852873,0.49848024316109424,1.3091977802298875
博柏利香水,"兰蔻香水, 意大利原装进口Bvlgari宝格丽女士香水持久淡香氛 紫金纯香65ml",0.020490426603963722,0.07168037602820211,1.3091563155580226
"兰蔻香水, 意大利原装进口Bvlgari宝格丽女士香水持久淡香氛 紫金纯香65ml",博柏利香水,0.020490426603963722,0.37423312883435583,1.3091563155580226
卡文克莱香水,"博柏利香水, 阿玛尼Gio寄情水男士淡香水 50ML",0.03258313738663084,0.06926097822206355,1.3091424264576712
"博柏利香水, 阿玛尼Gio寄情水男士淡香水 50ML",卡文克莱香水,0.03258313738663084,0.615873015873016,1.3091424264576712
"安娜苏香水, 迪奥Dior香水 真我女士浓香100ML",博柏利香水,0.026200873362445413,0.3741007194244604,1.3086931160124777
博柏利香水,"安娜苏香水, 迪奥Dior香水 真我女士浓香100ML",0.026200873362445413,0.0916568742655699,1.3086931160124775
卡文克莱香水,"美奥迪菲MYOSOTIS 豪华装法国女士香水夜用30ml清新持久淡香买一送7 红唇豪华版30毫升, 菲拉格慕香水",0.030399731273093717,0.06461977865048196,1.3086604152549988
"美奥迪菲MYOSOTIS 豪华装法国女士香水夜用30ml清新持久淡香买一送7 红唇豪华版30毫升, 菲拉格慕香水",卡文克莱香水,0.030399731273093717,0.6156462585034013,1.3086604152549985
"安娜苏香水, 兰蔻香水",阿玛尼Gio寄情水男士淡香水 50ML,0.025361101780315753,0.2077028885832187,1.3086380937825228
阿玛尼Gio寄情水男士淡香水 50ML,"安娜苏香水, 兰蔻香水",0.025361101780315753,0.15978835978835976,1.3086380937825226
"专柜正品chanel香奈儿coco可可小姐香水女士香氛 摩登coco浓香EDP100ml, 菲拉格慕香水",安娜苏香水,0.023681558616056433,0.4982332155477031,1.3085489922236544
安娜苏香水,"专柜正品chanel香奈儿coco可可小姐香水女士香氛 摩登coco浓香EDP100ml, 菲拉格慕香水",0.023681558616056433,0.06219673577415086,1.3085489922236544
"卡文克莱香水, 迪奥香水",Gucci古驰花之舞花园系列女香之 栀子花/柑橘/紫罗兰等 -30ml栀子花正装,0.03073563990594558,0.20538720538720537,1.3078881506688993
Gucci古驰花之舞花园系列女香之 栀子花/柑橘/紫罗兰等 -30ml栀子花正装,"卡文克莱香水, 迪奥香水",0.03073563990594558,0.19572192513368983,1.3078881506688993
"卡文克莱香水, 马克.雅可布香水",祖玛珑香水,0.031575411488075245,0.3700787401574804,1.3076847589896963
祖玛珑香水,"卡文克莱香水, 马克.雅可布香水",0.031575411488075245,0.11157270029673591,1.307684758989696
"安娜苏香水, 卡文克莱香水",CK因为你香水IN2U喜欢你50ml/100ml/150ml等 -因为你女香100ml,0.03728585824655694,0.19525065963060687,1.3076742715867642
CK因为你香水IN2U喜欢你50ml/100ml/150ml等 -因为你女香100ml,"安娜苏香水, 卡文克莱香水",0.03728585824655694,0.24971878515185603,1.307674271586764
"博柏利香水, 范思哲香水",菲拉格慕香水,0.020154517971111858,0.3625377643504532,1.3074196541142329
菲拉格慕香水,"博柏利香水, 范思哲香水",0.020154517971111858,0.07268322228952151,1.3074196541142329
"卡文克莱香水, VERSACE范思哲晶钻 黑钻 幻影金钻 香恋明亮水晶5/30/50/90ml等 -晶钻30ml正装",博柏利香水,0.03056768558951965,0.3737166324435318,1.3073494885833068
博柏利香水,"卡文克莱香水, VERSACE范思哲晶钻 黑钻 幻影金钻 香恋明亮水晶5/30/50/90ml等 -晶钻30ml正装",0.03056768558951965,0.1069330199764982,1.3073494885833068
卡文克莱香水,"迪奥Dior香水 真我女士浓香100ML, 迪奥香水",0.03191132012092711,0.06783291681542306,1.3070459117120676
"迪奥Dior香水 真我女士浓香100ML, 迪奥香水",卡文克莱香水,0.03191132012092711,0.6148867313915858,1.3070459117120676
古驰GUCCI女士香水 罪爱淡香氛 古驰罪爱75ml,"卡文克莱香水, 博柏利香水",0.029224051058112193,0.19931271477663232,1.3069470305947894
"卡文克莱香水, 博柏利香水",古驰GUCCI女士香水 罪爱淡香氛 古驰罪爱75ml,0.029224051058112193,0.19162995594713655,1.3069470305947892
香奈儿可可小姐淡香水（瓶装）,迪奥（Dior/CD）香水女士 迪奥粉红魅惑香水女士100ml,0.03191132012092711,0.20430107526881722,1.306561334211104
迪奥（Dior/CD）香水女士 迪奥粉红魅惑香水女士100ml,香奈儿可可小姐淡香水（瓶装）,0.03191132012092711,0.20408163265306123,1.306561334211104
"卡文克莱香水, Chanel香奈儿香水女士淡香氛 5号之水EDT淡香100ml(新版)",博柏利香水,0.03073563990594558,0.37346938775510197,1.3064845679752508
博柏利香水,"卡文克莱香水, Chanel香奈儿香水女士淡香氛 5号之水EDT淡香100ml(新版)",0.03073563990594558,0.10752056404230315,1.3064845679752508
"卡文克莱香水, 兰蔻香水",VERSACE范思哲晶钻 黑钻 幻影金钻 香恋明亮水晶5/30/50/90ml等 -晶钻30ml正装,0.029224051058112193,0.2049469964664311,1.306482245140397
VERSACE范思哲晶钻 黑钻 幻影金钻 香恋明亮水晶5/30/50/90ml等 -晶钻30ml正装,"卡文克莱香水, 兰蔻香水",0.029224051058112193,0.18629550321199145,1.306482245140397
"安娜苏香水, 博士淡香水",兰蔻香水,0.02603291904601948,0.3699284009546539,1.3063782320782973
兰蔻香水,"安娜苏香水, 博士淡香水",0.02603291904601948,0.09193357058125741,1.3063782320782973
迪奥Dior香水 真我女士浓香100ML,"安娜苏香水, 迪奥香水",0.02519314746388982,0.15906680805938495,1.3063224485318317
"安娜苏香水, 迪奥香水",迪奥Dior香水 真我女士浓香100ML,0.02519314746388982,0.20689655172413793,1.3063224485318317
"安娜苏香水, 卡文克莱香水, 菲拉格慕香水",兰蔻香水,0.023849512932482365,0.3697916666666667,1.3058953637801503
兰蔻香水,"安娜苏香水, 卡文克莱香水, 菲拉格慕香水",0.023849512932482365,0.08422301304863583,1.3058953637801503
专柜正品chanel香奈儿coco可可小姐香水女士香氛 摩登coco浓香EDP100ml,"安娜苏香水, 迪奥香水",0.025361101780315753,0.15894736842105261,1.305341560798548
"安娜苏香水, 迪奥香水",专柜正品chanel香奈儿coco可可小姐香水女士香氛 摩登coco浓香EDP100ml,0.025361101780315753,0.20827586206896548,1.305341560798548
"安娜苏香水, 博柏利香水", CHANEL香奈儿邂逅机会EDP女士香水100ml 黄色机遇持久浓香 ,0.025529056096741685,0.2021276595744681,1.3052799187704807
 CHANEL香奈儿邂逅机会EDP女士香水100ml 黄色机遇持久浓香 ,"安娜苏香水, 博柏利香水",0.025529056096741685,0.1648590021691974,1.3052799187704804
安娜苏香水," CHANEL香奈儿邂逅机会EDP女士香水100ml 黄色机遇持久浓香 , 迪奥香水",0.02720859926100101,0.07146007940008822,1.3051328611905684
" CHANEL香奈儿邂逅机会EDP女士香水100ml 黄色机遇持久浓香 , 迪奥香水",安娜苏香水,0.02720859926100101,0.49693251533742333,1.3051328611905684
Dior迪奥女士香水女人生日礼物 迪奥小甜心小姐 真我女士香水发香雾迪奥真我发香喷雾 迪奥 迪奥真我发香雾30ml送礼盒无货预定中,"安娜苏香水, 卡文克莱香水",0.04064494457507558,0.24922760041194644,1.3051021397121627
"安娜苏香水, 卡文克莱香水",Dior迪奥女士香水女人生日礼物 迪奥小甜心小姐 真我女士香水发香雾迪奥真我发香喷雾 迪奥 迪奥真我发香雾30ml送礼盒无货预定中,0.04064494457507558,0.21284080914687772,1.3051021397121627
安娜苏香水,"浪凡香水, 卡文克莱香水",0.04064494457507558,0.10674900749889722,1.305099775458797
"浪凡香水, 卡文克莱香水",安娜苏香水,0.04064494457507558,0.4969199178644764,1.305099775458797
迪奥香水,"卡文克莱香水, Dior迪奥女士香水Q版5ml小样  香水身体乳  礼盒包装 送手提袋 四件装 白色礼盒",0.03140745717164931,0.11091340450771056,1.3050956728041674
"卡文克莱香水, Dior迪奥女士香水Q版5ml小样  香水身体乳  礼盒包装 送手提袋 四件装 白色礼盒",迪奥香水,0.03140745717164931,0.3695652173913044,1.3050956728041674
"安娜苏香水, 卡文克莱香水",迪奥（Dior/CD）香水女士 迪奥粉红魅惑香水女士100ml,0.03896540141081626,0.2040457343887423,1.3049283593454046
迪奥（Dior/CD）香水女士 迪奥粉红魅惑香水女士100ml,"安娜苏香水, 卡文克莱香水",0.03896540141081626,0.24919441460794847,1.3049283593454046
浪凡香水,宝格丽女士香水,0.0329190460194827,0.21166306695464362,1.3045982408363854
宝格丽女士香水,浪凡香水,0.0329190460194827,0.20289855072463767,1.3045982408363852
安娜苏香水,"美奥迪菲MYOSOTIS 豪华装法国女士香水夜用30ml清新持久淡香买一送7 红唇豪华版30毫升, 迪奥香水",0.025361101780315753,0.06660785178650198,1.3045498340027395
"美奥迪菲MYOSOTIS 豪华装法国女士香水夜用30ml清新持久淡香买一送7 红唇豪华版30毫升, 迪奥香水",安娜苏香水,0.025361101780315753,0.4967105263157894,1.3045498340027393
"卡文克莱香水, Chanel香奈儿香水女士淡香氛 5号之水EDT淡香100ml(新版)",迪奥香水,0.030399731273093717,0.3693877551020408,1.3044689762025805
迪奥香水,"卡文克莱香水, Chanel香奈儿香水女士淡香氛 5号之水EDT淡香100ml(新版)",0.030399731273093717,0.10735468564650058,1.3044689762025805
卡文克莱香水,"迪奥香水, 博柏利香水, 兰蔻香水",0.02267383271750084,0.048197072474116386,1.3043880432313133
"迪奥香水, 博柏利香水, 兰蔻香水",卡文克莱香水,0.02267383271750084,0.6136363636363635,1.3043880432313133
安娜苏香水,"美奥迪菲MYOSOTIS 豪华装法国女士香水夜用30ml清新持久淡香买一送7 红唇豪华版30毫升, 兰蔻香水",0.024689284514612025,0.06484340538156154,1.3043163366277615
安娜苏香水,"博士淡香水, 祖玛珑香水",0.024689284514612025,0.06484340538156154,1.3043163366277615
"博士淡香水, 祖玛珑香水",安娜苏香水,0.024689284514612025,0.49662162162162166,1.3043163366277615
"美奥迪菲MYOSOTIS 豪华装法国女士香水夜用30ml清新持久淡香买一送7 红唇豪华版30毫升, 兰蔻香水",安娜苏香水,0.024689284514612025,0.49662162162162166,1.3043163366277615
卡文克莱香水," CHANEL香奈儿邂逅机会EDP女士香水100ml 黄色机遇持久浓香 , 祖玛珑香水",0.030399731273093717,0.06461977865048196,1.3042242782541342
" CHANEL香奈儿邂逅机会EDP女士香水100ml 黄色机遇持久浓香 , 祖玛珑香水",卡文克莱香水,0.030399731273093717,0.6135593220338983,1.3042242782541342
安娜苏香水,"普拉达香水, 迪奥香水",0.02435337588176016,0.0639611821790913,1.3041947900490056
"普拉达香水, 迪奥香水",安娜苏香水,0.02435337588176016,0.49657534246575336,1.3041947900490054
迪奥香水,"Dior迪奥真我香水女士 -100ml淡香水EDT, 安娜苏香水",0.025361101780315753,0.08956109134045076,1.3037817551125765
"Dior迪奥真我香水女士 -100ml淡香水EDT, 安娜苏香水",迪奥香水,0.025361101780315753,0.3691931540342298,1.3037817551125765
安娜苏香水,"迪奥香水, 兰蔻香水",0.04618743701713134,0.12130569033965594,1.3037077261413563
"迪奥香水, 兰蔻香水",安娜苏香水,0.04618743701713134,0.49638989169675085,1.303707726141356
"卡文克莱香水, 博柏利香水",祖玛珑香水,0.05626469600268727,0.368942731277533,1.3036706362174668
祖玛珑香水,"卡文克莱香水, 博柏利香水",0.05626469600268727,0.19881305637982197,1.3036706362174668
兰蔻香水,"安娜苏香水, 专柜正品chanel香奈儿coco可可小姐香水女士香氛 摩登coco浓香EDP100ml",0.024857238831037957,0.08778173190984578,1.3033726478584085
"安娜苏香水, 专柜正品chanel香奈儿coco可可小姐香水女士香氛 摩登coco浓香EDP100ml",兰蔻香水,0.024857238831037957,0.369077306733167,1.3033726478584082
卡文克莱香水,"Dior迪奥女士香水Q版5ml小样  香水身体乳  礼盒包装 送手提袋 四件装 白色礼盒, 迪奥香水",0.03140745717164931,0.0667618707604427,1.3032792737956584
"Dior迪奥女士香水Q版5ml小样  香水身体乳  礼盒包装 送手提袋 四件装 白色礼盒, 迪奥香水",卡文克莱香水,0.03140745717164931,0.6131147540983607,1.3032792737956584
