support,itemsets,length
0.04870675176352032,"卡文克莱香水, 祖玛珑香水, 菲拉格慕香水",3
0.04870675176352032,"万宝龙传奇女士香水 30ml, 迪奥香水",2
0.04870675176352032,"Dior克丽丝汀迪奥女士香水 持久淡香氛 真我EDP浓香50ml(京东发货), 迪奥香水",2
0.04853879744709439,"祖玛珑香水, 古驰GUCCI女士香水 罪爱淡香氛 古驰罪爱75ml",2
0.04820288881424253,"雅芳香氛喷雾香水50ml 送小黑裙身体乳香氛香水 小黑裙50ML送小黑裙身体乳, 迪奥香水",2
0.048034934497816595,"浪凡香水, 菲拉格慕香水",2
0.048034934497816595,"安娜苏香水, 博柏利香水, 迪奥香水",3
0.04786698018139066,"阿玛尼Gio寄情水男士淡香水 50ML, 祖玛珑香水",2
0.0475310715485388,"专柜正品chanel香奈儿coco可可小姐香水女士香氛 摩登coco浓香EDP100ml, 菲拉格慕香水",2
0.0475310715485388,"迪奥香水, 阿玛尼ARMANI 挚爱女士香水EDP 1.5ml*3",2
0.047195162915686935,"宝格丽女士香水, 菲拉格慕香水",2
0.047195162915686935,"万宝龙传奇女士香水 30ml, 兰蔻香水",2
0.047027208599261,"菲拉格慕香水, 阿玛尼ARMANI 挚爱女士香水EDP 1.5ml*3",2
0.047027208599261,"安娜苏香水, 博柏利香水, 兰蔻香水",3
0.04685925428283507,"卡文克莱香水, 兰蔻香水, 菲拉格慕香水",3
0.04669129996640914,"古驰香水, 菲拉格慕香水",2
0.04652334564998321,"博柏利香水, 古驰GUCCI女士香水 罪爱淡香氛 古驰罪爱75ml",2
0.04652334564998321,"兰蔻香水, 古驰GUCCI女士香水 罪爱淡香氛 古驰罪爱75ml",2
0.046355391333557275,"雅芳香氛喷雾香水50ml 送小黑裙身体乳香氛香水 小黑裙50ML送小黑裙身体乳, 菲拉格慕香水",2
0.046355391333557275,"迪奥香水, 古驰GUCCI女士香水 罪爱淡香氛 古驰罪爱75ml",2
0.04618743701713134,"安娜苏香水, 迪奥香水, 兰蔻香水",3
0.04585152838427948,"菲拉格慕香水, 古驰GUCCI女士香水 罪爱淡香氛 古驰罪爱75ml",2
0.04568357406785355,"菲拉格慕香水, LANVIN浪凡我愿意女士香水/Marry me嫁给我 -30ml",2
0.045515619751427615,"迪奥香水, 菲拉格慕 甜心魔力/梦中情人女士淡香水 100ml",2
0.045515619751427615,"Gucci古驰花之舞花园系列女香之 栀子花/柑橘/紫罗兰等 -30ml栀子花正装, 菲拉格慕香水",2
0.04534766543500168,"安娜苏香水, 博柏利香水, 祖玛珑香水",3
0.04501175680214981,"安娜苏香水, 博柏利香水, 菲拉格慕香水",3
0.04484380248572388,"祖玛珑香水, CK因为你香水IN2U喜欢你50ml/100ml/150ml等 -因为你女香100ml",2
0.044507893852872016,"安娜苏香水, 祖玛珑香水, 兰蔻香水",3
0.044339939536446084,"万宝龙传奇女士香水 30ml, 菲拉格慕香水",2
0.044339939536446084,"菲拉格慕香水, Chanel香奈儿香水女士淡香氛 粉色邂逅香水100ml",2
0.04316425932146456,"安娜苏香水, 迪奥香水, 菲拉格慕香水",3
0.04299630500503863,"安娜苏香水, 迪奥香水, 祖玛珑香水",3
0.04131676184077931,"安娜苏香水, 兰蔻香水, 菲拉格慕香水",3
0.04131676184077931,"安娜苏香水, 卡文克莱香水, Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套",3
0.041148807524353376,"安娜苏香水, 卡文克莱香水, Dior迪奥女士香水Q版5ml小样  香水身体乳  礼盒包装 送手提袋 四件装 白色礼盒",3
0.041148807524353376,"安娜苏香水, 卡文克莱香水, Chanel香奈儿香水女士淡香氛 粉色邂逅香水100ml",3
0.04081289889150151,"安娜苏香水, 卡文克莱香水,  CHANEL香奈儿邂逅机会EDP女士香水100ml 黄色机遇持久浓香 ",3
0.04064494457507558,"安娜苏香水, 浪凡香水, 卡文克莱香水",3
0.04064494457507558,"安娜苏香水, 卡文克莱香水, Dior迪奥女士香水女人生日礼物 迪奥小甜心小姐 真我女士香水发香雾迪奥真我发香喷雾 迪奥 迪奥真我发香雾30ml送礼盒无货预定中",3
0.040309035942223716,"安娜苏香水, 宝格丽女士香水, 卡文克莱香水",3
0.040309035942223716,"安娜苏香水, 卡文克莱香水, 专柜正品chanel香奈儿coco可可小姐香水女士香氛 摩登coco浓香EDP100ml",3
0.03997312730937185,"安娜苏香水, 祖玛珑香水, 菲拉格慕香水",3
0.03980517299294592,"安娜苏香水, 卡文克莱香水, Gucci古驰花之舞花园系列女香之 栀子花/柑橘/紫罗兰等 -30ml栀子花正装",3
0.03980517299294592,"安娜苏香水, 卡文克莱香水, 博士淡香水",3
0.039301310043668124,"安娜苏香水, 卡文克莱香水, 范思哲香水",3
0.03913335572724219,"安娜苏香水, 卡文克莱香水, 马克.雅可布香水",3
0.03913335572724219,"安娜苏香水, 卡文克莱香水, 普拉达香水",3
0.03913335572724219,"Dior迪奥真我香水女士 -100ml淡香水EDT, 卡文克莱香水, 安娜苏香水",3
0.03896540141081626,"迪奥（Dior/CD）香水女士 迪奥粉红魅惑香水女士100ml, 卡文克莱香水, 安娜苏香水",3
0.03879744709439033,"安娜苏香水, 卡文克莱香水, 阿玛尼ARMANI 挚爱女士香水EDP 1.5ml*3",3
0.03879744709439033,"美奥迪菲MYOSOTIS 豪华装法国女士香水夜用30ml清新持久淡香买一送7 红唇豪华版30毫升, 卡文克莱香水, 安娜苏香水",3
0.03879744709439033,"安娜苏香水, 卡文克莱香水, Chanel香奈儿COCO可可小姐女士淡香水100ml",3
0.038461538461538464,"安娜苏香水, 卡文克莱香水, 意大利原装进口Bvlgari宝格丽女士香水持久淡香氛 紫金纯香65ml",3
0.038461538461538464,"安娜苏香水, 卡文克莱香水, 古驰香水",3
0.0381256298286866,"安娜苏香水, 卡文克莱香水, 阿玛尼Gio寄情水男士淡香水 50ML",3
0.0381256298286866,"安娜苏香水, 卡文克莱香水, VERSACE范思哲晶钻 黑钻 幻影金钻 香恋明亮水晶5/30/50/90ml等 -晶钻30ml正装",3
0.037789721195834736,"安娜苏香水, Dior克丽丝汀迪奥女士香水 持久淡香氛 真我EDP浓香50ml(京东发货), 卡文克莱香水",3
0.03728585824655694,"安娜苏香水, 卡文克莱香水, 古驰GUCCI女士香水 罪爱淡香氛 古驰罪爱75ml",3
0.03728585824655694,"安娜苏香水, 卡文克莱香水, CK因为你香水IN2U喜欢你50ml/100ml/150ml等 -因为你女香100ml",3
0.03711790393013101,"安娜苏香水, 卡文克莱香水, 【跨新年抢先购】精美礼盒晨露女士香水50ml持久清新淡香海洋香调 绿色",3
0.036949949613705076,"博柏利香水, 迪奥香水, 兰蔻香水",3
0.036949949613705076,"博柏利香水, 兰蔻香水, 祖玛珑香水",3
0.036949949613705076,"安娜苏香水, 卡文克莱香水, 迪奥Dior香水 真我女士浓香100ML",3
0.036949949613705076,"安娜苏香水, 卡文克莱香水, Chanel香奈儿香水女士淡香氛 5号之水EDT淡香100ml(新版)",3
0.036949949613705076,"安娜苏香水, 卡文克莱香水, LANVIN浪凡我愿意女士香水/Marry me嫁给我 -30ml",3
0.03678199529727914,"卡文克莱香水,  CHANEL香奈儿邂逅机会EDP女士香水100ml 黄色机遇持久浓香 , 迪奥香水",3
0.03678199529727914,"安娜苏香水, 卡文克莱香水, 香奈儿可可小姐淡香水（瓶装）",3
0.036614040980853205,"安娜苏香水, 卡文克莱香水, 雅芳香氛喷雾香水50ml 送小黑裙身体乳香氛香水 小黑裙50ML送小黑裙身体乳",3
0.03644608666442727,"安娜苏香水, 卡文克莱香水, 菲拉格慕 甜心魔力/梦中情人女士淡香水 100ml",3
0.03543836076587168,"美奥迪菲MYOSOTIS 豪华装法国女士香水夜用30ml清新持久淡香买一送7 红唇豪华版30毫升, Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套",2
0.034934497816593885,"卡文克莱香水, 博柏利香水, 香奈儿可可小姐淡香水（瓶装）",3
0.034934497816593885,"Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套, Dior迪奥女士香水女人生日礼物 迪奥小甜心小姐 真我女士香水发香雾迪奥真我发香喷雾 迪奥 迪奥真我发香雾30ml送礼盒无货预定中",2
0.03459858918374202,"博柏利香水, 兰蔻香水, 菲拉格慕香水",3
0.03443063486731609,"卡文克莱香水, 博柏利香水, Gucci古驰花之舞花园系列女香之 栀子花/柑橘/紫罗兰等 -30ml栀子花正装",3
0.03443063486731609,"VERSACE范思哲晶钻 黑钻 幻影金钻 香恋明亮水晶5/30/50/90ml等 -晶钻30ml正装, 博士淡香水",2
0.03443063486731609,"Dior克丽丝汀迪奥女士香水 持久淡香氛 真我EDP浓香50ml(京东发货), 宝格丽女士香水",2
0.03426268055089016,"宝格丽女士香水, 卡文克莱香水, 博柏利香水",3
0.03426268055089016,"迪奥香水, 兰蔻香水, 祖玛珑香水",3
0.03426268055089016,"Chanel香奈儿COCO可可小姐女士淡香水100ml, 香奈儿可可小姐淡香水（瓶装）",2
0.034094726234464225,"安娜苏香水, 卡文克莱香水, 万宝龙传奇女士香水 30ml",3
0.034094726234464225,"迪奥香水, 祖玛珑香水, 菲拉格慕香水",3
0.034094726234464225,"卡文克莱香水, 博柏利香水, Chanel香奈儿COCO可可小姐女士淡香水100ml",3
0.03392677191803829,"Dior迪奥真我香水女士 -100ml淡香水EDT, 博士淡香水",2
0.03392677191803829,"宝格丽女士香水, Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套",2
0.03375881760161236,"Dior迪奥真我香水女士 -100ml淡香水EDT, 迪奥（Dior/CD）香水女士 迪奥粉红魅惑香水女士100ml",2
0.03375881760161236,"卡文克莱香水, 祖玛珑香水, 意大利原装进口Bvlgari宝格丽女士香水持久淡香氛 紫金纯香65ml",3
0.03375881760161236,"博士淡香水, Dior迪奥女士香水女人生日礼物 迪奥小甜心小姐 真我女士香水发香雾迪奥真我发香喷雾 迪奥 迪奥真我发香雾30ml送礼盒无货预定中",2
0.03375881760161236,"卡文克莱香水, 博柏利香水, 意大利原装进口Bvlgari宝格丽女士香水持久淡香氛 紫金纯香65ml",3
0.03375881760161236,"宝格丽女士香水, 博士淡香水",2
0.03375881760161236,"卡文克莱香水, 专柜正品chanel香奈儿coco可可小姐香水女士香氛 摩登coco浓香EDP100ml, 迪奥香水",3
0.03359086328518643,"Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套, Gucci古驰花之舞花园系列女香之 栀子花/柑橘/紫罗兰等 -30ml栀子花正装",2
0.03359086328518643,"宝格丽女士香水, Dior迪奥女士香水Q版5ml小样  香水身体乳  礼盒包装 送手提袋 四件装 白色礼盒",2
0.03359086328518643,"卡文克莱香水, 专柜正品chanel香奈儿coco可可小姐香水女士香氛 摩登coco浓香EDP100ml, 博柏利香水",3
0.0334229089687605,"Chanel香奈儿香水女士淡香氛 5号之水EDT淡香100ml(新版),  CHANEL香奈儿邂逅机会EDP女士香水100ml 黄色机遇持久浓香 ",2
0.0334229089687605,"Chanel香奈儿COCO可可小姐女士淡香水100ml, Chanel香奈儿香水女士淡香氛 粉色邂逅香水100ml",2
0.0334229089687605,"Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套, 【跨新年抢先购】精美礼盒晨露女士香水50ml持久清新淡香海洋香调 绿色",2
0.033254954652334565,"迪奥（Dior/CD）香水女士 迪奥粉红魅惑香水女士100ml, 迪奥Dior香水 真我女士浓香100ML",2
0.033254954652334565,"博士淡香水, 阿玛尼Gio寄情水男士淡香水 50ML",2
0.033254954652334565,"Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套, 古驰香水",2
0.033254954652334565,"卡文克莱香水, 专柜正品chanel香奈儿coco可可小姐香水女士香氛 摩登coco浓香EDP100ml, 兰蔻香水",3
0.03308700033590863,"博柏利香水, 迪奥香水, 菲拉格慕香水",3
0.0329190460194827,"博士淡香水, CK因为你香水IN2U喜欢你50ml/100ml/150ml等 -因为你女香100ml",2
0.0329190460194827,"浪凡香水, 宝格丽女士香水",2
0.0329190460194827,"博柏利香水, 迪奥香水, 祖玛珑香水",3
0.0329190460194827,"博柏利香水, 祖玛珑香水, 菲拉格慕香水",3
0.0329190460194827,"卡文克莱香水,  CHANEL香奈儿邂逅机会EDP女士香水100ml 黄色机遇持久浓香 , 博柏利香水",3
0.03275109170305677,"博士淡香水, Chanel香奈儿香水女士淡香氛 粉色邂逅香水100ml",2
0.03275109170305677,"Dior迪奥女士香水Q版5ml小样  香水身体乳  礼盒包装 送手提袋 四件装 白色礼盒, 菲拉格慕 甜心魔力/梦中情人女士淡香水 100ml",2
0.03275109170305677,"范思哲香水, 卡文克莱香水, 博柏利香水",3
0.03275109170305677,"卡文克莱香水, 雅芳香氛喷雾香水50ml 送小黑裙身体乳香氛香水 小黑裙50ML送小黑裙身体乳, 博柏利香水",3
0.03258313738663084,"卡文克莱香水, Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套, 博柏利香水",3
0.03258313738663084,"马克.雅可布香水, 意大利原装进口Bvlgari宝格丽女士香水持久淡香氛 紫金纯香65ml",2
0.03258313738663084,"阿玛尼Gio寄情水男士淡香水 50ML, Dior迪奥女士香水女人生日礼物 迪奥小甜心小姐 真我女士香水发香雾迪奥真我发香喷雾 迪奥 迪奥真我发香雾30ml送礼盒无货预定中",2
0.03258313738663084,"Chanel香奈儿香水女士淡香氛 5号之水EDT淡香100ml(新版), 阿玛尼ARMANI 挚爱女士香水EDP 1.5ml*3",2
0.03258313738663084,"博士淡香水, 万宝龙传奇女士香水 30ml",2
0.03258313738663084,"Dior克丽丝汀迪奥女士香水 持久淡香氛 真我EDP浓香50ml(京东发货), 博士淡香水",2
0.03258313738663084,"Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套, 香奈儿可可小姐淡香水（瓶装）",2
0.03258313738663084,"迪奥Dior香水 真我女士浓香100ML, 马克.雅可布香水",2
0.03258313738663084,"万宝龙传奇女士香水 30ml, 阿玛尼ARMANI 挚爱女士香水EDP 1.5ml*3",2
0.03258313738663084,"阿玛尼Gio寄情水男士淡香水 50ML, 卡文克莱香水, 博柏利香水",3
0.032415183070204905,"卡文克莱香水, Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套, 迪奥香水",3
0.032415183070204905,"Chanel香奈儿香水女士淡香氛 5号之水EDT淡香100ml(新版), 博士淡香水",2
0.032415183070204905,"宝格丽女士香水, 阿玛尼Gio寄情水男士淡香水 50ML",2
0.032415183070204905,"卡文克莱香水, 古驰香水, 兰蔻香水",3
0.032415183070204905,"专柜正品chanel香奈儿coco可可小姐香水女士香氛 摩登coco浓香EDP100ml, Chanel香奈儿香水女士淡香氛 粉色邂逅香水100ml",2
0.03224722875377897,"Dior迪奥真我香水女士 -100ml淡香水EDT, 美奥迪菲MYOSOTIS 豪华装法国女士香水夜用30ml清新持久淡香买一送7 红唇豪华版30毫升",2
0.03224722875377897,"马克.雅可布香水, Dior迪奥女士香水女人生日礼物 迪奥小甜心小姐 真我女士香水发香雾迪奥真我发香喷雾 迪奥 迪奥真我发香雾30ml送礼盒无货预定中",2
0.03224722875377897,"浪凡香水, 万宝龙传奇女士香水 30ml",2
0.03224722875377897,"卡文克莱香水, 祖玛珑香水, Dior迪奥女士香水女人生日礼物 迪奥小甜心小姐 真我女士香水发香雾迪奥真我发香喷雾 迪奥 迪奥真我发香雾30ml送礼盒无货预定中",3
0.03224722875377897,"Dior迪奥真我香水女士 -100ml淡香水EDT, Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套",2
0.03224722875377897,"Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套, Chanel香奈儿香水女士淡香氛 5号之水EDT淡香100ml(新版)",2
0.03224722875377897,"Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套, LANVIN浪凡我愿意女士香水/Marry me嫁给我 -30ml",2
0.03224722875377897,"迪奥Dior香水 真我女士浓香100ML, Dior迪奥女士香水Q版5ml小样  香水身体乳  礼盒包装 送手提袋 四件装 白色礼盒",2
0.03224722875377897,"Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套, 马克.雅可布香水",2
0.03224722875377897,"迪奥Dior香水 真我女士浓香100ML, 菲拉格慕 甜心魔力/梦中情人女士淡香水 100ml",2
0.03224722875377897,"宝格丽女士香水, Chanel香奈儿香水女士淡香氛 5号之水EDT淡香100ml(新版)",2
0.03224722875377897,"宝格丽女士香水, Dior迪奥女士香水女人生日礼物 迪奥小甜心小姐 真我女士香水发香雾迪奥真我发香喷雾 迪奥 迪奥真我发香雾30ml送礼盒无货预定中",2
0.03224722875377897,"卡文克莱香水, 古驰香水, 博柏利香水",3
0.03207927443735304,"Dior迪奥女士香水Q版5ml小样  香水身体乳  礼盒包装 送手提袋 四件装 白色礼盒, 意大利原装进口Bvlgari宝格丽女士香水持久淡香氛 紫金纯香65ml",2
0.03207927443735304,"Dior迪奥真我香水女士 -100ml淡香水EDT, 宝格丽女士香水",2
0.03207927443735304,"Dior迪奥真我香水女士 -100ml淡香水EDT, 专柜正品chanel香奈儿coco可可小姐香水女士香氛 摩登coco浓香EDP100ml",2
0.03207927443735304,"美奥迪菲MYOSOTIS 豪华装法国女士香水夜用30ml清新持久淡香买一送7 红唇豪华版30毫升, 迪奥Dior香水 真我女士浓香100ML",2
0.03207927443735304,"卡文克莱香水, 古驰香水, 迪奥香水",3
0.03207927443735304,"迪奥（Dior/CD）香水女士 迪奥粉红魅惑香水女士100ml, 卡文克莱香水, 博柏利香水",3
0.03207927443735304,"卡文克莱香水, 马克.雅可布香水, 迪奥香水",3
0.03207927443735304,"Gucci古驰花之舞花园系列女香之 栀子花/柑橘/紫罗兰等 -30ml栀子花正装, Dior迪奥女士香水女人生日礼物 迪奥小甜心小姐 真我女士香水发香雾迪奥真我发香喷雾 迪奥 迪奥真我发香雾30ml送礼盒无货预定中",2
0.03191132012092711,"美奥迪菲MYOSOTIS 豪华装法国女士香水夜用30ml清新持久淡香买一送7 红唇豪华版30毫升, 菲拉格慕 甜心魔力/梦中情人女士淡香水 100ml",2
0.03191132012092711,"迪奥（Dior/CD）香水女士 迪奥粉红魅惑香水女士100ml, Chanel香奈儿香水女士淡香氛 5号之水EDT淡香100ml(新版)",2
0.03191132012092711,"Dior迪奥真我香水女士 -100ml淡香水EDT, LANVIN浪凡我愿意女士香水/Marry me嫁给我 -30ml",2
0.03191132012092711,"Dior迪奥女士香水Q版5ml小样  香水身体乳  礼盒包装 送手提袋 四件装 白色礼盒, 马克.雅可布香水",2
0.03191132012092711,"Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套, VERSACE范思哲晶钻 黑钻 幻影金钻 香恋明亮水晶5/30/50/90ml等 -晶钻30ml正装",2
0.03191132012092711,"迪奥（Dior/CD）香水女士 迪奥粉红魅惑香水女士100ml, 香奈儿可可小姐淡香水（瓶装）",2
0.03191132012092711,"博士淡香水, 【跨新年抢先购】精美礼盒晨露女士香水50ml持久清新淡香海洋香调 绿色",2
0.03191132012092711,"宝格丽女士香水, 万宝龙传奇女士香水 30ml",2
0.03191132012092711,"Dior迪奥真我香水女士 -100ml淡香水EDT,  CHANEL香奈儿邂逅机会EDP女士香水100ml 黄色机遇持久浓香 ",2
0.03191132012092711,"Dior迪奥女士香水Q版5ml小样  香水身体乳  礼盒包装 送手提袋 四件装 白色礼盒, 古驰香水",2
0.03191132012092711,"Dior迪奥女士香水Q版5ml小样  香水身体乳  礼盒包装 送手提袋 四件装 白色礼盒, Chanel香奈儿COCO可可小姐女士淡香水100ml",2
0.03191132012092711,"卡文克莱香水, 迪奥香水, Chanel香奈儿香水女士淡香氛 粉色邂逅香水100ml",3
0.03191132012092711,"卡文克莱香水, 迪奥Dior香水 真我女士浓香100ML, 迪奥香水",3
0.03174336580450118,"马克.雅可布香水, Chanel香奈儿COCO可可小姐女士淡香水100ml",2
0.03174336580450118,"宝格丽女士香水, 普拉达香水",2
0.03174336580450118,"卡文克莱香水, 祖玛珑香水, Chanel香奈儿香水女士淡香氛 粉色邂逅香水100ml",3
0.03174336580450118,"香奈儿可可小姐淡香水（瓶装）, LANVIN浪凡我愿意女士香水/Marry me嫁给我 -30ml",2
0.03174336580450118,"博士淡香水, 香奈儿可可小姐淡香水（瓶装）",2
0.03174336580450118,"Dior迪奥真我香水女士 -100ml淡香水EDT, CK因为你香水IN2U喜欢你50ml/100ml/150ml等 -因为你女香100ml",2
0.03174336580450118,"卡文克莱香水, 迪奥香水, 意大利原装进口Bvlgari宝格丽女士香水持久淡香氛 紫金纯香65ml",3
0.03174336580450118,"浪凡香水, Dior迪奥女士香水女人生日礼物 迪奥小甜心小姐 真我女士香水发香雾迪奥真我发香喷雾 迪奥 迪奥真我发香雾30ml送礼盒无货预定中",2
0.03174336580450118,"Dior迪奥真我香水女士 -100ml淡香水EDT, 万宝龙传奇女士香水 30ml",2
0.03174336580450118,"Chanel香奈儿香水女士淡香氛 5号之水EDT淡香100ml(新版), 万宝龙传奇女士香水 30ml",2
0.03174336580450118,"卡文克莱香水, VERSACE范思哲晶钻 黑钻 幻影金钻 香恋明亮水晶5/30/50/90ml等 -晶钻30ml正装, 迪奥香水",3
0.03174336580450118,"卡文克莱香水, VERSACE范思哲晶钻 黑钻 幻影金钻 香恋明亮水晶5/30/50/90ml等 -晶钻30ml正装, 祖玛珑香水",3
0.03174336580450118,"卡文克莱香水, 兰蔻香水, 意大利原装进口Bvlgari宝格丽女士香水持久淡香氛 紫金纯香65ml",3
0.03174336580450118,"Gucci古驰花之舞花园系列女香之 栀子花/柑橘/紫罗兰等 -30ml栀子花正装, 古驰香水",2
0.03174336580450118,"Dior迪奥女士香水Q版5ml小样  香水身体乳  礼盒包装 送手提袋 四件装 白色礼盒, Dior迪奥女士香水女人生日礼物 迪奥小甜心小姐 真我女士香水发香雾迪奥真我发香喷雾 迪奥 迪奥真我发香雾30ml送礼盒无货预定中",2
0.031575411488075245,"卡文克莱香水, 马克.雅可布香水, 祖玛珑香水",3
0.031575411488075245,"Dior克丽丝汀迪奥女士香水 持久淡香氛 真我EDP浓香50ml(京东发货), 马克.雅可布香水",2
0.031575411488075245,"Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套, Dior迪奥女士香水Q版5ml小样  香水身体乳  礼盒包装 送手提袋 四件装 白色礼盒",2
0.031575411488075245,"宝格丽女士香水, 卡文克莱香水, 迪奥香水",3
0.031575411488075245,"博士淡香水, 迪奥Dior香水 真我女士浓香100ML",2
0.031575411488075245,"迪奥Dior香水 真我女士浓香100ML, Dior迪奥女士香水女人生日礼物 迪奥小甜心小姐 真我女士香水发香雾迪奥真我发香喷雾 迪奥 迪奥真我发香雾30ml送礼盒无货预定中",2
0.031575411488075245,"卡文克莱香水, 兰蔻香水, Chanel香奈儿香水女士淡香氛 粉色邂逅香水100ml",3
0.031575411488075245,"卡文克莱香水, Dior迪奥女士香水Q版5ml小样  香水身体乳  礼盒包装 送手提袋 四件装 白色礼盒, 祖玛珑香水",3
0.031575411488075245,"卡文克莱香水, 迪奥Dior香水 真我女士浓香100ML, 菲拉格慕香水",3
0.031575411488075245,"美奥迪菲MYOSOTIS 豪华装法国女士香水夜用30ml清新持久淡香买一送7 红唇豪华版30毫升, Dior克丽丝汀迪奥女士香水 持久淡香氛 真我EDP浓香50ml(京东发货)",2
0.031575411488075245,"雅芳香氛喷雾香水50ml 送小黑裙身体乳香氛香水 小黑裙50ML送小黑裙身体乳, 马克.雅可布香水",2
0.031575411488075245,"宝格丽女士香水, VERSACE范思哲晶钻 黑钻 幻影金钻 香恋明亮水晶5/30/50/90ml等 -晶钻30ml正装",2
0.031575411488075245,"Dior克丽丝汀迪奥女士香水 持久淡香氛 真我EDP浓香50ml(京东发货),  CHANEL香奈儿邂逅机会EDP女士香水100ml 黄色机遇持久浓香 ",2
0.031575411488075245,"宝格丽女士香水, 马克.雅可布香水",2
0.031575411488075245,"美奥迪菲MYOSOTIS 豪华装法国女士香水夜用30ml清新持久淡香买一送7 红唇豪华版30毫升, 卡文克莱香水, 祖玛珑香水",3
0.03140745717164931,"Chanel香奈儿COCO可可小姐女士淡香水100ml, Dior迪奥女士香水女人生日礼物 迪奥小甜心小姐 真我女士香水发香雾迪奥真我发香喷雾 迪奥 迪奥真我发香雾30ml送礼盒无货预定中",2
0.03140745717164931,"Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套, 博士淡香水",2
0.03140745717164931,"卡文克莱香水, 博柏利香水, 菲拉格慕 甜心魔力/梦中情人女士淡香水 100ml",3
0.03140745717164931,"Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套, 菲拉格慕 甜心魔力/梦中情人女士淡香水 100ml",2
0.03140745717164931,"卡文克莱香水,  CHANEL香奈儿邂逅机会EDP女士香水100ml 黄色机遇持久浓香 , 兰蔻香水",3
0.03140745717164931,"Chanel/香奈儿香水小样 香奈儿邂逅绿粉黄色 coco小姐香水女士正品淡香 持久 邂逅白可可五号之水5件套, 雅芳香氛喷雾香水50ml 送小黑裙身体乳香氛香水 小黑裙50ML送小黑裙身体乳",2
0.03140745717164931,"卡文克莱香水, Dior迪奥女士香水Q版5ml小样  香水身体乳  礼盒包装 送手提袋 四件装 白色礼盒, 迪奥香水",3
0.03140745717164931,"迪奥（Dior/CD）香水女士 迪奥粉红魅惑香水女士100ml, 卡文克莱香水, 菲拉格慕香水",3
0.03140745717164931,"Gucci古驰花之舞花园系列女香之 栀子花/柑橘/紫罗兰等 -30ml栀子花正装, 马克.雅可布香水",2
0.03140745717164931,"卡文克莱香水, 古驰香水, 祖玛珑香水",3
0.03140745717164931,"浪凡香水, 卡文克莱香水, 迪奥香水",3
0.03140745717164931,"雅芳香氛喷雾香水50ml 送小黑裙身体乳香氛香水 小黑裙50ML送小黑裙身体乳,  CHANEL香奈儿邂逅机会EDP女士香水100ml 黄色机遇持久浓香 ",2
0.03140745717164931,"宝格丽女士香水, 雅芳香氛喷雾香水50ml 送小黑裙身体乳香氛香水 小黑裙50ML送小黑裙身体乳",2
0.03140745717164931,"雅芳香氛喷雾香水50ml 送小黑裙身体乳香氛香水 小黑裙50ML送小黑裙身体乳, 意大利原装进口Bvlgari宝格丽女士香水持久淡香氛 紫金纯香65ml",2
0.03140745717164931,"迪奥（Dior/CD）香水女士 迪奥粉红魅惑香水女士100ml,  CHANEL香奈儿邂逅机会EDP女士香水100ml 黄色机遇持久浓香 ",2
0.03140745717164931,"卡文克莱香水, 菲拉格慕香水, 意大利原装进口Bvlgari宝格丽女士香水持久淡香氛 紫金纯香65ml",3
